📺央视频道①,#genre#
CCTV1综合,http://112.123.206.32:808/hls/1/index.m3u8$LR•IPV4•63『线路18』
CCTV1综合,http://61.138.128.226:19901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•63『线路19』
CCTV1综合,http://36.105.100.208:35455/gaoma/cctv1.m3u8$LR•IPV4•63『线路20』
CCTV1综合,http://iptv.0564.org:35455/itv/1000000005000265001.m3u8?cdn=ystenlive$LR•IPV4•63『线路21』
CCTV1综合,http://mh0.asia:35455/itv/1000000005000265001.m3u8?cdn=ystenlive$LR•IPV4•63『线路22』
CCTV1综合,http://3501776.xyz:35455/gaoma/cctv1.m3u8$LR•IPV4•63『线路23』
CCTV1综合,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225618/index.m3u8$LR•IPV4•63『线路24』
CCTV1综合,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225642/index.m3u8$LR•IPV4•63『线路25』
CCTV1综合,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226221/index.m3u8$LR•IPV4•63『线路26』
CCTV1综合,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226225/index.m3u8$LR•IPV4•63『线路27』
CCTV1综合,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225501/index.m3u8?fmt=ts2hls$LR•IPV4•63『线路28』
CCTV1综合,rtsp://115.153.254.81/PLTV/88888888/224/3221225699/iptv8040.smil$LR•IPV4•63『线路29』
CCTV1综合,rtsp://115.153.254.81/PLTV/88888888/224/3221225517/iptv7949.smil$LR•IPV4•63『线路30』
CCTV1综合,http://115.153.254.81/PLTV/88888888/224/3221225699/iptv8040.smil/index.m3u8?fmt=ts2hls$LR•IPV4•63『线路31』
CCTV1综合,http://115.153.254.81/PLTV/88888888/224/3221225517/iptv7949.smil/index.m3u8?fmt=ts2hls$LR•IPV4•63『线路32』
CCTV1综合,http://fm1077.serv00.net/Smart.php?id=cctv1$LR•IPV4•63『线路33』
CCTV1综合,http://[2409:8087:1:20:20::29]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226895/1.m3u8?servicetype=1&accountinfo=%7E%7EV2.0%7EI0Rkc6neBYgfpoJ1yud8Fw%7EPepnxHHB2d6Hk2dZWM77MyFlBN5q1KnYLvimM9pqT7Epd7QgO4HFWH0z34SUb2Vs%7EExtInfo9bj61dxzlMXrsixrqcFYPg%3A20240420192714%2C%2C%2C20240420192714%2C%2C10001000275495%2C-1%2C0%2C1%2C-1%2C%2C2%2C2201300%2C%2C%2C2%2C%2C%2CEND&GuardEncType=2$LR•IPV6•63『线路34』
CCTV1综合,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226338/1.m3u8$LR•IPV6•63『线路35』
CCTV1综合,http://[2409:8087:1a0a:df::404b]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226559/index.m3u8$LR•IPV6•63『线路36』
CCTV1综合,http://112.27.235.94:8000/hls/1/index.m3u8$LR•IPV4•63『线路37』
CCTV1综合,http://iptv.huuc.edu.cn/hls/cctv1hd.m3u8$LR•IPV4•63『线路38』
CCTV1综合,https://cc06.tv12.xyz/1.m3u8$LR•IPV4•63『线路39』
CCTV1综合,http://101.35.240.114:88/live.php?id=CCTV1$LR•IPV4•63『线路40』
CCTV1综合,http://218.13.14.6:60050/tsfile/live/1001_1.m3u8$LR•IPV4•63『线路41』
CCTV1综合,http://58.57.40.22:9901/tsfile/live/0001_1.m3u8$LR•IPV4•63『线路42』
CCTV1综合,http://a21709.tv.netsite.cc/proxy/1387573383/1387573383.m3u8$LR•IPV4•63『线路43』
CCTV1综合,http://a21709.tv.netsite.cc/proxy/1464748337/1464748337.m3u8$LR•IPV4•63『线路44』
CCTV1综合,http://iptv.huuc.edu.cn/hls/cctv1hd.m3u8$LR•IPV4•63『线路45』
CCTV1综合,https://cc06.tv12.xyz/1.m3u8$LR•IPV4•63『线路46』
CCTV1综合,http://ygbh.site/php/bfgd.php?id=488$LR•IPV4•63『线路47』
CCTV1综合,http://112.27.235.94:8000/hls/1/index.m3u8$LR•IPV4•63『线路48』
CCTV1综合,http://39.135.133.132/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8$LR•IPV4•63『线路49』
CCTV1综合,http://t.061899.xyz/tl/dq.php?id=cctv1$LR•IPV4•63『线路50』
CCTV1综合,https://zby.130519.xyz/PLTV/11/224/3221225673/index.m3u8$LR•IPV4•63『线路51』
CCTV1综合,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_6488563992_8982723413/merged_1707497046297_88536_25144_41936.m3u8$LR•IPV4•63『线路52』
CCTV1综合,http://iptv.huuc.edu.cn/hls/cctv1hd.m3u8$LR•IPV4•63『线路53』
CCTV1综合,https://www.freetv.top/migu/608807420.m3u8?migutoken=5b04cf0d91179ab2d3d71703f0a8bc3d32dd02f7d8fb55ee70e05c216b8a9d1a73d911fbde798459fb66d94934157c996f8306c0dd37917775f2ed73dcc22cf84b25ca500bff5c636ff48d6344$LR•IPV4•63『线路54』
CCTV1综合,https://smart.pendy.dpdns.org/Smart.php?id=cctv1$LR•IPV4•63『线路55』
CCTV1综合,http://[2409:8087:1:20:20::29]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226895/1.m3u8?servicetype=1&accountinfo=%7E%7EV2.0%7EI0Rkc6neBYgfpoJ1yud8Fw%7EPepnxHHB2d6Hk2dZWM77MyFlBN5q1KnYLvimM9pqT7Epd7QgO4HFWH0z34SUb2Vs%7EExtInfo9bj61dxzlMXrsixrqcFYPg%3A20240420192714%2C%2C%2C20240420192714%2C%2C10001000275495%2C-1%2C0%2C1%2C-1%2C%2C2%2C2201300%2C%2C%2C2%2C%2C%2CEND&GuardEncType=2$LR•IPV6•63『线路56』
CCTV1综合,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226338/1.m3u8$LR•IPV6•63『线路57』
CCTV1综合,http://[2409:8087:1a0a:df::404b]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226559/index.m3u8$LR•IPV6•63『线路58』
CCTV1综合,http://yc.myds.me:35455/gaoma/cctv1.m3u8$LR•IPV4•63『线路59』
CCTV1综合,http://nas.suntao.online:35455/itv/6000000001000029752.m3u8?cdn=wasusyt$LR•IPV4•63『线路60』
CCTV1综合,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227262/index.m3u8$LR•IPV4•63『线路61』
CCTV1综合,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225618/index.m3u8$LR•IPV4•63『线路62』
CCTV1综合,http://148.135.93.213:81/live.php?id=CCTV1$LR•IPV4•63『线路63』
CCTV2财经,http://112.27.235.94:8000/hls/2/index.m3u8$LR•IPV4•71『线路1』
CCTV2财经,http://222.169.85.8:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•71『线路2』
CCTV2财经,http://iptv.huuc.edu.cn/hls/cctv2hd.m3u8$LR•IPV4•71『线路3』
CCTV2财经,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv2$LR•IPV4•71『线路4』
CCTV2财经,http://111.227.196.164:9901/tsfile/live/faacts/0002_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•71『线路5』
CCTV2财经,https://cc06.tv12.xyz/2.m3u8$LR•IPV4•71『线路6』
CCTV2财经,http://111.227.196.164:9901/tsfile/live/faacts/0002_1.m3u8$LR•IPV4•71『线路7』
CCTV2财经,http://183.215.134.239:19901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•71『线路8』
CCTV2财经,http://222.169.85.8:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•71『线路9』
CCTV2财经,http://58.57.40.22:9901/tsfile/live/1001_1.m3u8$LR•IPV4•71『线路10』
CCTV2财经,http://183.222.242.31:8088/hls/2/index.m3u8$LR•IPV4•71『线路11』
CCTV2财经,http://1b6467f415.iok.la:9931/tsfile/live/1021_1.m3u8$LR•IPV4•71『线路12』
CCTV2财经,http://60.29.124.66:6080/hls/13/index.m3u8$LR•IPV4•71『线路13』
CCTV2财经,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225588$LR•IPV4•71『线路14』
CCTV2财经,http://goo.bkpcp.top/mg/CCTV2$LR•IPV4•71『线路15』
CCTV2财经,https://smart.pendy.dpdns.org/Smart.php?id=cctv2$LR•IPV4•71『线路16』
CCTV2财经,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226540/index.m3u8$LR•IPV4•71『线路17』
CCTV2财经,http://yc.myds.me:35455/gaoma/cctv2.m3u8$LR•IPV4•71『线路18』
CCTV2财经,http://183.94.1.118:8801/tsfile/live/0002_1.m3u8$LR•IPV4•71『线路19』
CCTV2财经,http://120.192.226.35:8009/hls/502/index.m3u8$LR•IPV4•71『线路20』
CCTV2财经,http://123.182.60.29:9002/hls/2/index.m3u8$LR•IPV4•71『线路21』
CCTV2财经,http://112.123.206.32:808/hls/2/index.m3u8$LR•IPV4•71『线路22』
CCTV2财经,http://61.138.128.226:19901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•71『线路23』
CCTV2财经,http://36.105.100.208:35455/gaoma/cctv2.m3u8$LR•IPV4•71『线路24』
CCTV2财经,http://iptv.0564.org:35455/itv/1000000001000023315.m3u8?cdn=ystenlive$LR•IPV4•71『线路25』
CCTV2财经,http://mh0.asia:35455/itv/1000000001000023315.m3u8?cdn=ystenlive$LR•IPV4•71『线路26』
CCTV2财经,http://3501776.xyz:35455/gaoma/cctv2.m3u8$LR•IPV4•71『线路27』
CCTV2财经,https://api.olelive.com/dis/live/CCTV2HD/hls.m3u8$LR•IPV4•71『线路28』
CCTV2财经,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225619/index.m3u8$LR•IPV4•71『线路29』
CCTV2财经,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225643/index.m3u8$LR•IPV4•71『线路30』
CCTV2财经,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225500/index.m3u8?fmt=ts2hls$LR•IPV4•71『线路31』
CCTV2财经,rtsp://115.153.254.81/PLTV/88888888/224/3221226825/59814584.smil$LR•IPV4•71『线路32』
CCTV2财经,http://115.153.254.81/PLTV/88888888/224/3221226825/59814584.smil/index.m3u8?fmt=ts2hls$LR•IPV4•71『线路33』
CCTV2财经,http://39.164.160.249:9901/tsfile/live/0002_1.m3u8$LR•IPV4•71『线路34』
CCTV2财经,http://fm1077.serv00.net/Smart.php?id=cctv2$LR•IPV4•71『线路35』
CCTV2财经,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/yinhe/88888888/8/3221225588/index.m3u8$LR•IPV6•71『线路36』
CCTV2财经,http://[2409:8087:1a01:df::406f]:80/wh7f454c46tw1241164675_1575082505/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8?icpid=88888888&RTS=1713968070&from=4&hms_devid=692&prioritypopid=4&online=1713968070&vqe=3$LR•IPV6•71『线路37』
CCTV2财经,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226230/1.m3u8$LR•IPV6•71『线路38』
CCTV2财经,http://[2409:8087:1a0a:df::404b]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225588/index.m3u8$LR•IPV6•71『线路39』
CCTV2财经,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226893/1.m3u8?$LR•IPV6•71『线路40』
CCTV2财经,http://112.27.235.94:8000/hls/2/index.m3u8$LR•IPV4•71『线路41』
CCTV2财经,http://222.169.85.8:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•71『线路42』
CCTV2财经,http://iptv.huuc.edu.cn/hls/cctv2hd.m3u8$LR•IPV4•71『线路43』
CCTV2财经,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv2$LR•IPV4•71『线路44』
CCTV2财经,http://111.227.196.164:9901/tsfile/live/faacts/0002_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•71『线路45』
CCTV2财经,https://cc06.tv12.xyz/2.m3u8$LR•IPV4•71『线路46』
CCTV2财经,http://111.227.196.164:9901/tsfile/live/faacts/0002_1.m3u8$LR•IPV4•71『线路47』
CCTV2财经,http://183.215.134.239:19901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•71『线路48』
CCTV2财经,http://222.169.85.8:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•71『线路49』
CCTV2财经,http://148.135.93.213/live.php?id=CCTV2$LR•IPV4•71『线路50』
CCTV2财经,http://218.13.14.6:60050/tsfile/live/1002_1.m3u8$LR•IPV4•71『线路51』
CCTV2财经,http://58.57.40.22:9901/tsfile/live/1001_1.m3u8$LR•IPV4•71『线路52』
CCTV2财经,http://a21709.tv.netsite.cc/proxy/1865857764/1865857764.m3u8$LR•IPV4•71『线路53』
CCTV2财经,http://iptv.huuc.edu.cn/hls/cctv2hd.m3u8$LR•IPV4•71『线路54』
CCTV2财经,https://cc06.tv12.xyz/2.m3u8$LR•IPV4•71『线路55』
CCTV2财经,http://ygbh.site/php/bfgd.php?id=061$LR•IPV4•71『线路56』
CCTV2财经,http://112.27.235.94:8000/hls/2/index.m3u8$LR•IPV4•71『线路57』
CCTV2财经,http://39.135.133.177/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225588/index.m3u8$LR•IPV4•71『线路58』
CCTV2财经,http://t.061899.xyz/tl/dq.php?id=cctv2$LR•IPV4•71『线路59』
CCTV2财经,https://zby.130519.xyz/PLTV/11/224/3221226122/index.m3u8$LR•IPV4•71『线路60』
CCTV2财经,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225588$LR•IPV4•71『线路61』
CCTV2财经,http://goo.bkpcp.top/mg/CCTV2$LR•IPV4•71『线路62』
CCTV2财经,http://iptv.huuc.edu.cn/hls/cctv2hd.m3u8$LR•IPV4•71『线路63』
CCTV2财经,https://smart.pendy.dpdns.org/Smart.php?id=cctv2$LR•IPV4•71『线路64』
CCTV2财经,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/yinhe/88888888/8/3221225588/index.m3u8$LR•IPV6•71『线路65』
CCTV2财经,http://[2409:8087:1a01:df::406f]:80/wh7f454c46tw1241164675_1575082505/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8?icpid=88888888&RTS=1713968070&from=4&hms_devid=692&prioritypopid=4&online=1713968070&vqe=3$LR•IPV6•71『线路66』
CCTV2财经,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226230/1.m3u8$LR•IPV6•71『线路67』
CCTV2财经,http://[2409:8087:1a0a:df::404b]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225588/index.m3u8$LR•IPV6•71『线路68』
CCTV2财经,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226540/index.m3u8$LR•IPV4•71『线路69』
CCTV2财经,http://yc.myds.me:35455/gaoma/cctv2.m3u8$LR•IPV4•71『线路70』
CCTV2财经,http://148.135.93.213:81/live.php?id=CCTV2$LR•IPV4•71『线路71』
CCTV3综艺,http://112.27.235.94:8000/hls/3/index.m3u8$LR•IPV4•38『线路1』
CCTV3综艺,http://221.2.148.205:8154/tsfile/live/0003_1.m3u8$LR•IPV4•38『线路2』
CCTV3综艺,http://iptv.huuc.edu.cn/hls/cctv3hd.m3u8$LR•IPV4•38『线路3』
CCTV3综艺,http://183.215.134.239:19901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•38『线路4』
CCTV3综艺,http://61.156.228.12:8154/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•38『线路5』
CCTV3综艺,http://222.169.85.8:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•38『线路6』
CCTV3综艺,http://61.156.228.12:8154/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•38『线路7』
CCTV3综艺,http://58.57.40.22:9901/tsfile/live/1002_1.m3u8$LR•IPV4•38『线路8』
CCTV3综艺,https://cc06.tv12.xyz/3.m3u8$LR•IPV4•38『线路9』
CCTV3综艺,http://183.222.242.31:8088/hls/3/index.m3u8$LR•IPV4•38『线路10』
CCTV3综艺,http://1b6467f415.iok.la:9931/tsfile/live/1022_1.m3u8$LR•IPV4•38『线路11』
CCTV3综艺,http://gmxw.7766.org:808/hls/91/index.m3u8$LR•IPV4•38『线路12』
CCTV3综艺,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225647/index.m3u8$LR•IPV4•38『线路13』
CCTV3综艺,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225634/index.m3u8$LR•IPV4•38『线路14』
CCTV3综艺,rtsp://115.153.254.81/PLTV/88888888/224/3221226930/65406412.smil$LR•IPV4•38『线路15』
CCTV3综艺,rtsp://115.153.254.81/PLTV/88888888/224/3221226841/63329606.smil$LR•IPV4•38『线路16』
CCTV3综艺,http://36.105.100.208:35455/gaoma/cctv3.m3u8$LR•IPV4•38『线路17』
CCTV3综艺,http://58.17.48.228:808/hls/3/index.m3u8$LR•IPV4•38『线路18』
CCTV3综艺,http://112.46.85.60:8009/hls/3/index.m3u8$LR•IPV4•38『线路19』
CCTV3综艺,http://182.150.23.74:808/hls/3/index.m3u8$LR•IPV4•38『线路20』
CCTV3综艺,http://[2409:8087:1a01:df::4041]:80/TVOD/88888888/224/3221225799/main.m3u8$LR•IPV6•38『线路21』
CCTV3综艺,http://112.27.235.94:8000/hls/3/index.m3u8$LR•IPV4•38『线路22』
CCTV3综艺,http://221.2.148.205:8154/tsfile/live/0003_1.m3u8$LR•IPV4•38『线路23』
CCTV3综艺,http://iptv.huuc.edu.cn/hls/cctv3hd.m3u8$LR•IPV4•38『线路24』
CCTV3综艺,http://183.215.134.239:19901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•38『线路25』
CCTV3综艺,http://61.156.228.12:8154/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•38『线路26』
CCTV3综艺,http://222.169.85.8:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•38『线路27』
CCTV3综艺,http://61.156.228.12:8154/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•38『线路28』
CCTV3综艺,http://101.35.240.114:88/live.php?id=CCTV3$LR•IPV4•38『线路29』
CCTV3综艺,http://218.13.14.6:60050/tsfile/live/1003_1.m3u8$LR•IPV4•38『线路30』
CCTV3综艺,http://58.57.40.22:9901/tsfile/live/1002_1.m3u8$LR•IPV4•38『线路31』
CCTV3综艺,http://iptv.huuc.edu.cn/hls/cctv3hd.m3u8$LR•IPV4•38『线路32』
CCTV3综艺,https://cc06.tv12.xyz/3.m3u8$LR•IPV4•38『线路33』
CCTV3综艺,http://ygbh.site/php/bfgd.php?id=062$LR•IPV4•38『线路34』
CCTV3综艺,http://112.27.235.94:8000/hls/3/index.m3u8$LR•IPV4•38『线路35』
CCTV3综艺,http://39.135.135.41/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8$LR•IPV4•38『线路36』
CCTV3综艺,http://t.061899.xyz/tl/dq.php?id=cctv3$LR•IPV4•38『线路37』
CCTV3综艺,http://148.135.93.213:81/live.php?id=CCTV3$LR•IPV4•38『线路38』
CCTV4中文国际,http://iptv.huuc.edu.cn/hls/cctv4hd.m3u8$LR•IPV4•60『线路1』
CCTV4中文国际,http://111.227.196.164:9901/tsfile/live/faacts/0004_1.m3u8$LR•IPV4•60『线路2』
CCTV4中文国际,https://cc06.tv12.xyz/4.m3u8$LR•IPV4•60『线路3』
CCTV4中文国际,http://58.57.40.22:9901/tsfile/live/1003_1.m3u8$LR•IPV4•60『线路4』
CCTV4中文国际,http://183.222.242.31:8088/hls/4/index.m3u8$LR•IPV4•60『线路5』
CCTV4中文国际,http://1b6467f415.iok.la:9931/tsfile/live/1023_1.m3u8$LR•IPV4•60『线路6』
CCTV4中文国际,http://60.29.124.66:6080/hls/15/index.m3u8$LR•IPV4•60『线路7』
CCTV4中文国际,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226428$LR•IPV4•60『线路8』
CCTV4中文国际,http://z.b.bkpcp.top/m.php?id=CCTV-4国际$LR•IPV4•60『线路9』
CCTV4中文国际,https://www.freetv.top/migu/631780421.m3u8?migutoken=fefc6a44400a0dd448699ae0ce3d6e2c5a0f49b8d48adb36e747c4fbab039337eb3244f9951acbddaf26b7bf51597a7d1b43c8845e67fd5914ece875dcad325bb388200bc0f12fdff727d03e2d$LR•IPV4•60『线路10』
CCTV4中文国际,https://smart.pendy.dpdns.org/Smart.php?id=cctv4$LR•IPV4•60『线路11』
CCTV4中文国际,http://goo.bkpcp.top/mg/cctv4o$LR•IPV4•60『线路12』
CCTV4中文国际,http://183.94.1.118:8801/tsfile/live/0004_1.m3u8$LR•IPV4•60『线路13』
CCTV4中文国际,http://120.192.226.35:8009/hls/4/index.m3u8$LR•IPV4•60『线路14』
CCTV4中文国际,http://123.182.60.29:9002/hls/4/index.m3u8$LR•IPV4•60『线路15』
CCTV4中文国际,http://61.138.128.226:19901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•60『线路16』
CCTV4中文国际,http://36.105.100.208:35455/gaoma/cctv4k.m3u8$LR•IPV4•60『线路17』
CCTV4中文国际,http://iptv.0564.org:35455/itv/1000000005000265004.m3u8?cdn=ystenlive$LR•IPV4•60『线路18』
CCTV4中文国际,http://mh0.asia:35455/itv/1000000005000265004.m3u8?cdn=ystenlive$LR•IPV4•60『线路19』
CCTV4中文国际,http://3501776.xyz:35455/itv/1000000005000265004.m3u8?cdn=ystenlive$LR•IPV4•60『线路20』
CCTV4中文国际,https://api.olelive.com/dis/live/CCTV4HD/hls.m3u8$LR•IPV4•60『线路21』
CCTV4中文国际,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225621/index.m3u8$LR•IPV4•60『线路22』
CCTV4中文国际,rtsp://115.153.254.81/PLTV/88888888/224/3221226838/59814684.smil$LR•IPV4•60『线路23』
CCTV4中文国际,http://115.153.254.81/PLTV/88888888/224/3221226838/59814684.smil/index.m3u8?fmt=ts2hls$LR•IPV4•60『线路24』
CCTV4中文国际,http://183.11.239.36:808/hls/22/index.m3u8$LR•IPV4•60『线路25』
CCTV4中文国际,http://120.76.248.139/live/bfgd/4200000063.m3u8$LR•IPV4•60『线路26』
CCTV4中文国际,https://global.cgtn.cicc.media.caton.cloud/master/cgtn-america.m3u8$LR•IPV4•60『线路27』
CCTV4中文国际,https://piccpndali.v.myalicdn.com/audio/cctvamerica_2.m3u8$LR•IPV4•60『线路28』
CCTV4中文国际,http://fm1077.serv00.net/Smart.php?id=cctv4$LR•IPV4•60『线路29』
CCTV4中文国际,http://fm1077.serv00.net/Smart.php?id=Cctv4$LR•IPV4•60『线路30』
CCTV4中文国际,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226007/index.m3u8$LR•IPV6•60『线路31』
CCTV4中文国际,http://[2409:8087:1:20:20::29]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226335/1.m3u8?servicetype=1&accountinfo=%7E%7EV2.0%7EBFJ5gRpm8ntK8JEFPZOhLQ%7EPepnxHHB2d6Hk2dZWM77MyFlBN5q1KnYLvimM9pqT7EfCf-e5nKehMQzrOBwWduf%7EExtInfo9bj61dxzlMXrsixrqcFYPg%3A20240420192542%2C%2C%2C20240420192542%2C%2C10001000275495%2C-1%2C0%2C1%2C-1%2C%2C2%2C2201300%2C%2C%2C2%2C%2C%2CEND&GuardEncType=2$LR•IPV6•60『线路32』
CCTV4中文国际,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226335/1.m3u8$LR•IPV6•60『线路33』
CCTV4中文国际,http://[2409:8087:1a0a:df::404b]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226428/index.m3u8$LR•IPV6•60『线路34』
CCTV4中文国际,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226335/1.m3u8?$LR•IPV6•60『线路35』
CCTV4中文国际,http://iptv.huuc.edu.cn/hls/cctv4hd.m3u8$LR•IPV4•60『线路36』
CCTV4中文国际,http://111.227.196.164:9901/tsfile/live/faacts/0004_1.m3u8$LR•IPV4•60『线路37』
CCTV4中文国际,https://cc06.tv12.xyz/4.m3u8$LR•IPV4•60『线路38』
CCTV4中文国际,http://148.135.93.213/live.php?id=CCTV4$LR•IPV4•60『线路39』
CCTV4中文国际,http://218.13.14.6:60050/tsfile/live/1004_1.m3u8$LR•IPV4•60『线路40』
CCTV4中文国际,http://58.57.40.22:9901/tsfile/live/1003_1.m3u8$LR•IPV4•60『线路41』
CCTV4中文国际,http://a21709.tv.netsite.cc/proxy/1431251767/1431251767.m3u8$LR•IPV4•60『线路42』
CCTV4中文国际,http://iptv.huuc.edu.cn/hls/cctv4hd.m3u8$LR•IPV4•60『线路43』
